date,open,high,low,close,volume
1609668000000,819.6,830.1,817.65,826.85,7006.18
1609671600000,826.85,833.8,825.95,831.2,5837.88
1609675200000,831.2,837.35,828.1,832.35,4039.58
1609678800000,832.35,891.45,832.35,876.7,24548.28
1609682400000,876.7,925,866.3,914.45,42961.45
1609686000000,914.45,923.2,882.6,920.2,31459.28
1609689600000,920.2,985,920.2,940.05,63584.92
1609693200000,940.05,961.55,921.4,939.8,50240.89
1609696800000,939.8,946.45,894.2,919.75,50491.55
1609700400000,919.75,926.2,901.5,923,14864.6
1609704000000,923,968.4,921.6,949,20307.13
1609707600000,949,960.35,938.8,951.95,8199.6
1609711200000,951.95,1004.8,947.4,995.2,29311.19
1609714800000,995.2,1019,957.75,979,27874.13
1609718400000,979,997.6,955.4,978.3,13794.39
1609722000000,978.3,982.4,957.9,970.3,10921.01
1609725600000,970.3,984.9,965.05,982.8,5484.44
1609729200000,982.8,1029.6,981,1024.45,16925.12
1609732800000,1024.45,1037.45,1015.55,1029.95,12936.51
1609736400000,1029.95,1098.15,1018.85,1086.4,34864.97
1609740000000,1086.4,1172.2,1081.35,1114.75,81682.92
1609743600000,1114.75,1127.55,1031,1052.45,84507.75
1609747200000,1052.45,1085.05,990,1027,41998.27
1609750800000,1027,1034.15,915,970.55,66358.51
1609754400000,970.55,986.15,890,965.85,57410.68
1609758000000,965.85,979.85,935.9,977.05,18325.27
1609761600000,977.05,1030.85,957,1019.65,19967.8
1609765200000,1019.65,1020.05,976.7,1013.05,26299.85
1609768800000,1013.05,1046.75,1003.2,1044.55,21142.7
1609772400000,1044.55,1058.6,1028.35,1041,19330.09
1609776000000,1041,1049.65,983.8,1010.55,33979.55
1609779600000,1010.55,1027.25,986.95,999.95,10912.63
1609783200000,999.95,1026.9,999.95,1015,8076.11
1609786800000,1015,1048.75,1012.25,1043.6,10230.85
1609790400000,1043.6,1051,1018.95,1020.7,10235.53
1609794000000,1020.7,1037,993,1006.7,9496.51
1609797600000,1006.7,1024.2,1003.6,1012.5,3987.86
1609801200000,1012.5,1048,1002.15,1041.85,11328.61
1609804800000,1041.85,1138,1041.85,1097.6,44213.24
1609808400000,1097.6,1118.25,1066.9,1117.6,27539.37
1609812000000,1117.6,1118.95,1070.55,1080.45,13348.22
1609815600000,1080.45,1089.4,994.2,1000.7,28218.88
1609819200000,1000.7,1030,986.8,1003.85,15421.44
1609822800000,1003.85,1023.5,974,989.65,16936.15
1609826400000,989.65,1021.85,979.35,1015.3,13896.58
1609830000000,1015.3,1024.65,1001.25,1002.95,7513.91
1609833600000,1002.95,1044.45,1002.95,1027.4,13305.31
1609837200000,1027.4,1051,1023.55,1037.3,8492.06
1609840800000,1037.3,1043.15,1015.55,1028.6,8051.2
1609844400000,1028.6,1044.75,1025.45,1043,7817.88
1609848000000,1043,1057.5,1028.7,1031.3,9536.14
1609851600000,1031.3,1042.45,1024,1024.35,2588.25
1609855200000,1024.35,1049.35,1002.3,1048.35,20280.83
1609858800000,1048.35,1066.25,1037.2,1052.95,14826.14
1609862400000,1052.95,1085.9,1038,1066.7,11768.46
1609866000000,1066.7,1086.55,1062,1082.35,7107.43
1609869600000,1082.35,1096.3,1072.45,1076.5,15349.08
1609873200000,1076.5,1112.95,1045.9,1100.05,22025.24
1609876800000,1100.05,1105.05,1080.1,1101.3,15514.94
1609880400000,1101.3,1105.45,1075.25,1083.8,11295.18
1609884000000,1083.8,1127.35,1083.3,1112.35,17290.76
1609887600000,1112.35,1119.1,1081.3,1101.15,13664.56
1609891200000,1101.15,1112.1,1065.1,1082.8,16876.65
1609894800000,1082.8,1087.4,1057.8,1072.9,4947.06
1609898400000,1072.9,1087.6,1072.9,1078.8,6691.98
1609902000000,1078.8,1084.3,1063.15,1076.8,6909.38
1609905600000,1076.8,1144.45,1074.35,1123.65,29115.79
1609909200000,1123.65,1131.7,1088.65,1104,8155.5
1609912800000,1104,1121.7,1100,1116.2,6428.76
1609916400000,1116.2,1126.25,1091.5,1105.95,11719.5
1609920000000,1105.95,1125.7,1093,1112.75,14187.98
1609923600000,1112.75,1113.95,1092.6,1101.5,6304.1
1609927200000,1101.5,1121.5,1099.75,1117.05,5869.81
1609930800000,1117.05,1176.75,1114.1,1159,25490.2
1609934400000,1159,1167.7,1127.75,1148.15,12018.87
1609938000000,1148.15,1153.5,1123,1137,5719.78
1609941600000,1137,1150,1127.1,1133.1,5426.3
1609945200000,1133.1,1154.75,1131,1142.1,6980.12
1609948800000,1142.1,1196.4,1142.1,1172.4,30971.72
1609952400000,1172.4,1213.55,1171.1,1194.45,14385.69
1609956000000,1194.45,1213.3,1184.95,1193.7,7854.03
1609959600000,1193.7,1208.4,1155.85,1161.35,9717.27
1609963200000,1161.35,1209.85,1113.45,1197,20785.97
1609966800000,1197,1202.2,1174.2,1181.6,12901.53
1609970400000,1181.6,1195,1174.05,1178.65,5851.71
1609974000000,1178.65,1216.8,1176.3,1211.95,8383.27
1609977600000,1211.95,1224.75,1189.6,1202.7,16443.29
1609981200000,1202.7,1213.7,1198.15,1202.2,2872.11
1609984800000,1202.2,1208.1,1180.75,1197.9,5489.79
1609988400000,1197.9,1228.7,1195.6,1217.35,6216.13
1609992000000,1217.35,1220.25,1204.35,1212.45,3106.69
1609995600000,1212.45,1220.7,1206.15,1209.15,3761.55
1609999200000,1209.15,1212.9,1184.3,1199,5226.51
1610002800000,1199,1205.45,1180.35,1185.75,3817.96
1610006400000,1185.75,1200.45,1159.4,1196.55,10212.96
1610010000000,1196.55,1207,1182.65,1207,7259.59
1610013600000,1207,1208,1182.7,1184.1,5206.48
1610017200000,1184.1,1209.05,1184.1,1204.6,3360.41
1610020800000,1204.6,1232.25,1200.45,1231.3,8426.61
1610024400000,1231.3,1233.5,1211.4,1220.7,4649.49
1610028000000,1220.7,1230.6,1215.95,1223.95,5320.57
1610031600000,1223.95,1255.35,1216.55,1251.95,6799.36
1610035200000,1251.95,1281.45,1241.05,1267.8,12248.99
1610038800000,1267.8,1277.6,1263,1274.7,4711.9
1610042400000,1274.7,1295,1149.55,1223.25,35352.12
1610046000000,1223.25,1248.25,1174.5,1236.65,13331.79
1610049600000,1236.65,1246.35,1225.55,1244.5,9536.29
1610053200000,1244.5,1267.8,1240.25,1255.65,6066.26
1610056800000,1255.65,1261.5,1237.6,1245.65,3733.34
1610060400000,1245.65,1246.6,1203.35,1225.85,11168.93
1610064000000,1225.85,1233.5,1183.45,1183.7,6163.9
1610067600000,1183.7,1199.6,1160.55,1185.7,13348.8
1610071200000,1185.7,1187.4,1065.75,1112.75,34477.61
1610074800000,1112.75,1160.75,1105.75,1150.3,7137.56
1610078400000,1150.3,1177,1142.55,1169,4472.26
1610082000000,1169,1174,1142.55,1148.55,4184
1610085600000,1148.55,1183.4,1126,1175.25,7394.07
1610089200000,1175.25,1214.1,1168,1208.7,13305.5
1610092800000,1208.7,1209.55,1187,1200.45,7336.99
1610096400000,1200.45,1224.35,1186.8,1223.5,5721.59
1610100000000,1223.5,1274.3,1218.6,1254.75,15273.76
1610103600000,1254.75,1270.15,1244.7,1259.35,8567.53
1610107200000,1259.35,1277.85,1226.3,1250.9,8433.9
1610110800000,1250.9,1258.35,1222.8,1251.75,7504.32
1610114400000,1251.75,1259.4,1237.9,1259.4,5715.08
1610118000000,1259.4,1267.5,1170.5,1216.4,22147.74
1610121600000,1216.4,1243.45,1200.5,1228.45,10470.17
1610125200000,1228.45,1237.25,1210.8,1216.75,4748.35
1610128800000,1216.75,1223.15,1173.55,1183.3,8793.54
1610132400000,1183.3,1204.05,1179.45,1185.05,2844.66
1610136000000,1185.05,1196.45,1144.9,1146.5,28888.31
1610139600000,1146.5,1194.05,1136.7,1193.8,14446.54
1610143200000,1193.8,1221.7,1166.95,1218.05,8559.44
1610146800000,1218.05,1229.8,1209.4,1218,5464.09
1610150400000,1218,1235.65,1183.9,1199.1,10773.89
1610154000000,1199.1,1199.6,1173.1,1199.6,5551.95
1610157600000,1199.6,1209.35,1179.2,1201.35,7193.21
1610161200000,1201.35,1233.5,1193.95,1229.05,4451.79
1610164800000,1229.05,1229.1,1211.55,1222,3133.33
1610168400000,1222,1222,1181.5,1185.8,6618.08
1610172000000,1185.8,1195.85,1177.9,1179.85,5524.79
1610175600000,1179.85,1199.9,1174.25,1197.5,2790.23
