date,open,high,low,close,volume
1672541220000,16562,16564,16562,16563.5,9.061
1672541280000,16563.5,16564,16563.5,16564,0.44
1672541340000,16564,16564,16563.5,16563.5,1.103
1672541400000,16563.5,16564,16563.5,16564,2.562
1672541460000,16564,16564,16563.5,16564,1.341
1672541520000,16564,16564,16563.5,16564,4.477
1672541580000,16564,16564,16563.5,16563.5,6.655
1672541640000,16563.5,16564,16563.5,16564,0.248
1672541700000,16564,16564,16563.5,16563.5,0.754
1672541760000,16563.5,16564,16563.5,16564,2.13
1672541820000,16564,16564,16563.5,16564,2.786
1672541880000,16564,16564,16563.5,16564,0.375
1672541940000,16564,16564,16563.5,16563.5,0.613
1672542000000,16563.5,16564,16554,16554.5,148.633
1672542060000,16554.5,16554.5,16549,16549,91.939
1672542120000,16549,16549.5,16541,16544,106.476
1672542180000,16544,16546,16543.5,16545.5,20.179
1672542240000,16545.5,16549,16545.5,16549,15.14
1672542300000,16549,16549,16548.5,16548.5,20.306
1672542360000,16548.5,16549,16548.5,16549,3.968
1672542420000,16549,16549,16548.5,16549,1.749
1672542480000,16549,16549,16548.5,16549,7.663
1672542540000,16549,16549,16548.5,16548.5,1.356
1672542600000,16548.5,16549,16548.5,16549,19.97
1672542660000,16549,16549,16548.5,16548.5,31.957
1672542720000,16548.5,16549,16548.5,16549,1.29
1672542780000,16549,16549,16548.5,16549,5.573
1672542840000,16549,16549,16548.5,16548.5,1.401
1672542900000,16548.5,16549,16545,16545.5,14.36
1672542960000,16545.5,16545.5,16545,16545,5.018
1672543020000,16545,16545.5,16542,16542.5,9.254
1672543080000,16542.5,16542.5,16540.5,16540.5,14.862
1672543140000,16540.5,16541,16540.5,16540.5,10.531
