date,open,high,low,close,volume
1672531200000,16549.5,16551.5,16534,16534,340.385
1672532100000,16534,16556,16531.5,16555.5,247.89
1672533000000,16555.5,16556,16524,16534.5,495.369
1672533900000,16534.5,16547.5,16534.5,16545,118.381
1672534800000,16545,16555,16544,16554.5,114.202
1672535700000,16554.5,16555,16548,16549.5,101.822
1672536600000,16549.5,16557,16549.5,16557,151.871
1672537500000,16557,16570,16556.5,16570,252.453
1672538400000,16570,16570,16563,16565.5,227.907
1672539300000,16565.5,16571.5,16565.5,16571,235.248
1672540200000,16571,16577.5,16562,16562.5,267.552
1672541100000,16562.5,16564,16562,16563.5,43.929
1672542000000,16563.5,16564,16541,16548.5,477.6
1672542900000,16548.5,16549,16540.5,16545.5,154.887
1672543800000,16545.5,16552.5,16545,16552,91.679
1672544700000,16552,16553,16549.5,16553,74.32
1672545600000,16553,16553,16544.5,16545.5,109.619
1672546500000,16545.5,16545.5,16535,16536,243.467
1672547400000,16536,16538.5,16535,16535,114.256
1672548300000,16535,16541.5,16529,16534.5,237.63
1672549200000,16534.5,16537.5,16527.5,16529.5,135.236
1672550100000,16529.5,16534,16529,16533.5,157.698
1672551000000,16533.5,16534,16532,16532,48.433
1672551900000,16532,16547,16532,16547,242.887
1672552800000,16547,16556.5,16546.5,16550.5,221.272
1672553700000,16550.5,16560,16550.5,16558,149.853
1672554600000,16558,16558.5,16553,16553,92.67
1672555500000,16553,16556,16553,16553.5,119.639
1672556400000,16553.5,16554.5,16532,16537,789.728
1672557300000,16537,16537,16511,16529.5,683.69
1672558200000,16529.5,16538,16516.5,16537.5,283.546
1672559100000,16537.5,16540,16535,16537.5,209.121
1672560000000,16537.5,16539,16527,16527.5,262.038
1672560900000,16527.5,16533.5,16523,16533.5,125.018
1672561800000,16533.5,16535,16520,16520.5,363.322
1672562700000,16520.5,16522,16520,16522,150.085
1672563600000,16522,16523.5,16519,16523,304.485
1672564500000,16523,16533.5,16523,16527.5,186.029
1672565400000,16527.5,16542,16527.5,16541.5,140.873
1672566300000,16541.5,16553.5,16539,16553.5,364.867
1672567200000,16553.5,16553.5,16549.5,16552.5,223.484
1672568100000,16552.5,16559.5,16552.5,16559,228.18
1672569000000,16559,16559,16551.5,16553.5,199.914
1672569900000,16553.5,16560,16553,16559.5,91.072
1672570800000,16559.5,16565,16559.5,16565,316.344
1672571700000,16565,16565,16555.5,16557.5,263.942
1672572600000,16557.5,16559,16557,16558.5,83.317
1672573500000,16558.5,16569,16558.5,16568.5,256.759
1672574400000,16568.5,16579,16563.5,16576.5,557.516
1672575300000,16576.5,16579,16571,16578.5,298.024
1672576200000,16578.5,16582,16570.5,16571,271.477
1672577100000,16571,16575,16570.5,16575,272.972
1672578000000,16575,16580,16566,16568.5,462.709
1672578900000,16568.5,16569,16559,16559.5,286.516
1672579800000,16559.5,16561,16555.5,16558.5,222.566
1672580700000,16558.5,16558.5,16554,16554.5,225.026
1672581600000,16554.5,16563.5,16554,16563,203.919
1672582500000,16563,16567.5,16563,16567.5,105.596
1672583400000,16567.5,16569,16564.5,16564.5,195.15
1672584300000,16564.5,16565,16560,16560.5,221.677
1672585200000,16560.5,16560.5,16560,16560,78.978
1672586100000,16560,16560.5,16550.5,16555.5,185.219
1672587000000,16555.5,16558.5,16555,16558.5,86.4
1672587900000,16558.5,16575,16558,16574,287.015
1672588800000,16574,16592.5,16571,16571.5,707.331
1672589700000,16571.5,16589,16571,16589,309.813
1672590600000,16589,16592.5,16569.5,16572.5,395.054
1672591500000,16572.5,16581,16572.5,16575.5,169.282
1672592400000,16575.5,16582.5,16575,16579.5,115.98
1672593300000,16579.5,16609.5,16579.5,16592.5,1058.471
1672594200000,16592.5,16592.5,16584.5,16592,537.841
1672595100000,16592,16593,16585,16589.5,228.361
1672596000000,16589.5,16609,16589,16600.5,627.428
1672596900000,16600.5,16601,16598,16600.5,151.388
1672597800000,16600.5,16604.5,16597,16604.5,192.32
1672598700000,16604.5,16604.5,16594.5,16595.5,156.859
1672599600000,16595.5,16616,16595.5,16615.5,378.956
1672600500000,16615.5,16631,16612.5,16629.5,736.923
1672601400000,16629.5,16629.5,16620,16621,341.434
1672602300000,16621,16621,16600.5,16608,426.172
1672603200000,16608,16620,16607.5,16619.5,259.145
1672604100000,16619.5,16630.5,16617.5,16620,295.573
1672605000000,16620,16626,16613.5,16614,197.945
1672605900000,16614,16614,16607.5,16608,143.759
1672606800000,16608,16608,16600,16600,256.59
1672607700000,16600,16608,16600,16607.5,100.683
1672608600000,16607.5,16610,16606.5,16610,121.03
1672609500000,16610,16611,16608,16611,137.812
1672610400000,16611,16614.5,16597,16598.5,350.855
1672611300000,16598.5,16602,16587,16600,346.518
1672612200000,16600,16601,16595.5,16600.5,179.387
1672613100000,16600.5,16603.5,16599.5,16603.5,106.542
1672614000000,16603.5,16625.5,16603,16621.5,395.082
